

         MODEL DEFAULTS
         --------------

Model Name:         PROJEC~1.MOD
Model Description:  BOWLING ALLEY
Output File:        UNTITLED.OUT
Output Plot Style:  NONE
Run Mode:           SINGLE_STEP
Trace Vars:         DAY,WDAY,AI,SI,B,SI,WAIT,CTIME,N,L[0],L[1],L[2],L[12],L[13],L[14],L[15],L[16],L[17],L[18],L[19],L[20],L[21],L[22],L[23
Random Number Seed: 12345
Initial Values:     0,26,0,0,0,0,0,0,0,0
Ending Condition:   STOP_ON_EVENT
Event:              END   (1 iterations)
Trace Events:       ALL EVENTS TRACED
Hide Edges:         



 Time        Event       Count       DAY         WDAY        AI          SI          B           SI          WAIT        CTIME       N           L[0]        L[1]        L[2]        L[12]       L[13]       L[14]       L[15]       L[16]       L[17]       L[18]       L[19]       L[20]       L[21]       L[22]       L[23]      
 1103.885    START       103         1           1           103         103         0           103         0.000       0.000       248         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1104.031    FINISH      78          1           1           103         103         0           103         0.000       0.000       248         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1106.325    FINISH      79          1           1           103         103         0           103         0.000       0.000       248         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1108.142    ARRIVE      104         1           1           104         103         0           103         0.000       0.000       248         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1108.142    START       104         1           1           104         104         0           104         0.000       0.000       251         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1112.686    ARRIVE      105         1           1           105         104         0           104         0.000       0.000       251         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1112.686    START       105         1           1           105         105         0           105         0.000       0.000       255         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1113.330    FINISH      80          1           1           105         105         0           105         0.000       0.000       255         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1117.124    FINISH      81          1           1           105         105         0           105         0.000       0.000       255         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1118.687    FINISH      82          1           1           105         105         0           105         0.000       0.000       255         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1118.858    ARRIVE      106         1           1           106         105         0           105         0.000       0.000       255         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1118.858    START       106         1           1           106         106         0           106         0.000       0.000       256         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1119.879    FINISH      83          1           1           106         106         0           106         0.000       0.000       256         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1122.411    FINISH      84          1           1           106         106         0           106         0.000       0.000       256         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1122.632    FINISH      85          1           1           106         106         0           106         0.000       0.000       256         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1124.113    FINISH      86          1           1           106         106         0           106         0.000       0.000       256         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1124.139    ARRIVE      107         1           1           107         106         0           106         0.000       0.000       256         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1124.139    START       107         1           1           107         107         0           107         0.000       0.000       260         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1125.694    ARRIVE      108         1           1           108         107         0           107         0.000       0.000       260         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1125.694    START       108         1           1           108         108         0           108         0.000       0.000       264         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1128.728    FINISH      87          1           1           108         108         0           108         0.000       0.000       264         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1130.585    FINISH      88          1           1           108         108         0           108         0.000       0.000       264         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1130.671    ARRIVE      109         1           1           109         108         0           108         0.000       0.000       264         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1130.671    START       109         1           1           109         109         0           109         0.000       0.000       265         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1131.115    FINISH      89          1           1           109         109         0           109         0.000       0.000       265         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1131.669    FINISH      90          1           1           109         109         0           109         0.000       0.000       265         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1132.203    FINISH      91          1           1           109         109         0           109         0.000       0.000       265         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1133.389    ARRIVE      110         1           1           110         109         0           109         0.000       0.000       265         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1133.389    START       110         1           1           110         110         0           110         0.000       0.000       266         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1134.637    ARRIVE      111         1           1           111         110         0           110         0.000       0.000       266         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1134.637    START       111         1           1           111         111         0           111         0.000       0.000       270         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1134.965    ARRIVE      112         1           1           112         111         0           111         0.000       0.000       270         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1134.965    START       112         1           1           112         112         0           112         0.000       0.000       274         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1139.932    FINISH      92          1           1           112         112         0           112         0.000       0.000       274         0           0           0           0           14          22          24          18          14          17          0           0           0           0           0           
 1140.000    LANES       7           1           1           112         112         0           112         0.000       0.000       274         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1141.006    FINISH      93          1           1           112         112         0           112         0.000       0.000       274         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1141.710    ARRIVE      113         1           1           113         112         0           112         0.000       0.000       274         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1141.710    START       113         1           1           113         113         0           113         0.000       0.000       277         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1142.827    FINISH      94          1           1           113         113         0           113         0.000       0.000       277         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1145.493    ARRIVE      114         1           1           114         113         0           113         0.000       0.000       277         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1145.493    START       114         1           1           114         114         0           114         0.000       0.000       278         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1145.825    ARRIVE      115         1           1           115         114         0           114         0.000       0.000       278         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1145.825    START       115         1           1           115         115         0           115         0.000       0.000       282         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1146.131    FINISH      95          1           1           115         115         0           115         0.000       0.000       282         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1148.227    FINISH      96          1           1           115         115         0           115         0.000       0.000       282         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1150.104    FINISH      97          1           1           115         115         0           115         0.000       0.000       282         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1151.166    ARRIVE      116         1           1           116         115         0           115         0.000       0.000       282         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1151.166    START       116         1           1           116         116         0           116         0.000       0.000       286         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1152.355    ARRIVE      117         1           1           117         116         0           116         0.000       0.000       286         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1152.355    START       117         1           1           117         117         0           117         0.000       0.000       290         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1154.509    ARRIVE      118         1           1           118         117         0           117         0.000       0.000       290         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1154.509    START       118         1           1           118         118         0           118         0.000       0.000       294         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1155.215    ARRIVE      119         1           1           119         118         0           118         0.000       0.000       294         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1155.215    START       119         1           1           119         119         0           119         0.000       0.000       297         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1156.186    ARRIVE      120         1           1           120         119         0           119         0.000       0.000       297         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1156.186    START       120         1           1           120         120         0           120         0.000       0.000       301         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1156.432    ARRIVE      121         1           1           121         120         0           120         0.000       0.000       301         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1156.432    START       121         1           1           121         121         0           121         0.000       0.000       305         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1158.256    FINISH      98          1           1           121         121         0           121         0.000       0.000       305         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1159.843    FINISH      99          1           1           121         121         0           121         0.000       0.000       305         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1160.803    ARRIVE      122         1           1           122         121         0           121         0.000       0.000       305         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1160.803    START       122         1           1           122         122         0           122         0.000       0.000       306         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1162.325    FINISH      100         1           1           122         122         0           122         0.000       0.000       306         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1164.955    ARRIVE      123         1           1           123         122         0           122         0.000       0.000       306         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1164.955    START       123         1           1           123         123         0           123         0.000       0.000       307         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1165.138    FINISH      101         1           1           123         123         0           123         0.000       0.000       307         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1165.645    FINISH      102         1           1           123         123         0           123         0.000       0.000       307         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1170.276    ARRIVE      124         1           1           124         123         0           123         0.000       0.000       307         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1170.276    START       124         1           1           124         124         0           124         0.000       0.000       310         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1170.453    ARRIVE      125         1           1           125         124         0           124         0.000       0.000       310         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1170.453    START       125         1           1           125         125         0           125         0.000       0.000       313         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1173.500    FINISH      103         1           1           125         125         0           125         0.000       0.000       313         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1186.316    FINISH      104         1           1           125         125         0           125         0.000       0.000       313         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1190.235    ARRIVE      126         1           1           126         125         0           125         0.000       0.000       313         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1190.235    START       126         1           1           126         126         0           126         0.000       0.000       314         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1190.524    ARRIVE      127         1           1           127         126         0           126         0.000       0.000       314         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1190.524    START       127         1           1           127         127         0           127         0.000       0.000       318         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1192.845    FINISH      105         1           1           127         127         0           127         0.000       0.000       318         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1193.794    ARRIVE      128         1           1           128         127         0           127         0.000       0.000       318         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1193.794    START       128         1           1           128         128         0           128         0.000       0.000       320         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1194.123    FINISH      106         1           1           128         128         0           128         0.000       0.000       320         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1194.687    ARRIVE      129         1           1           129         128         0           128         0.000       0.000       320         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1194.687    START       129         1           1           129         129         0           129         0.000       0.000       322         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1195.042    ARRIVE      130         1           1           130         129         0           129         0.000       0.000       322         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1195.042    START       130         1           1           130         130         0           130         0.000       0.000       323         0           0           0           0           14          22          24          18          14          17          20          0           0           0           0           
 1200.000    LANES       8           1           1           130         130         0           130         0.000       0.000       323         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1200.664    ARRIVE      131         1           1           131         130         0           130         0.000       0.000       323         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1200.664    START       131         1           1           131         131         0           131         0.000       0.000       324         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1202.027    FINISH      107         1           1           131         131         0           131         0.000       0.000       324         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1202.813    ARRIVE      132         1           1           132         131         0           131         0.000       0.000       324         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1202.813    START       132         1           1           132         132         0           132         0.000       0.000       327         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1208.263    ARRIVE      133         1           1           133         132         0           132         0.000       0.000       327         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1208.263    START       133         1           1           133         133         0           133         0.000       0.000       329         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1209.686    FINISH      108         1           1           133         133         0           133         0.000       0.000       329         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1209.735    FINISH      109         1           1           133         133         0           133         0.000       0.000       329         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1217.843    FINISH      110         1           1           133         133         0           133         0.000       0.000       329         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1227.667    ARRIVE      134         1           1           134         133         0           133         0.000       0.000       329         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1227.667    START       134         1           1           134         134         0           134         0.000       0.000       333         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1228.465    FINISH      111         1           1           134         134         0           134         0.000       0.000       333         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1231.316    FINISH      112         1           1           134         134         0           134         0.000       0.000       333         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1231.496    ARRIVE      135         1           1           135         134         0           134         0.000       0.000       333         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1231.496    START       135         1           1           135         135         0           135         0.000       0.000       336         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1232.893    FINISH      113         1           1           135         135         0           135         0.000       0.000       336         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1235.706    ARRIVE      136         1           1           136         135         0           135         0.000       0.000       336         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1235.706    START       136         1           1           136         136         0           136         0.000       0.000       337         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1235.886    ARRIVE      137         1           1           137         136         0           136         0.000       0.000       337         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1235.886    START       137         1           1           137         137         0           137         0.000       0.000       338         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1239.706    FINISH      114         1           1           137         137         0           137         0.000       0.000       338         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1240.259    ARRIVE      138         1           1           138         137         0           137         0.000       0.000       338         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1240.259    START       138         1           1           138         138         0           138         0.000       0.000       339         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1240.381    ARRIVE      139         1           1           139         138         0           138         0.000       0.000       339         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1240.381    START       139         1           1           139         139         0           139         0.000       0.000       340         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1241.680    ARRIVE      140         1           1           140         139         0           139         0.000       0.000       340         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1241.680    START       140         1           1           140         140         0           140         0.000       0.000       344         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1243.104    ARRIVE      141         1           1           141         140         0           140         0.000       0.000       344         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1244.362    FINISH      115         1           1           141         140         0           140         0.000       0.000       344         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1244.362    START       141         1           1           141         141         0           141         1.257       0.000       346         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1246.523    FINISH      116         1           1           141         141         0           141         1.257       0.000       346         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1247.902    FINISH      117         1           1           141         141         0           141         1.257       0.000       346         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1250.033    FINISH      118         1           1           141         141         0           141         1.257       0.000       346         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1254.286    FINISH      119         1           1           141         141         0           141         1.257       0.000       346         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1255.563    FINISH      120         1           1           141         141         0           141         1.257       0.000       346         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1256.708    ARRIVE      142         1           1           142         141         0           141         1.257       0.000       346         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1256.708    START       142         1           1           142         142         0           142         1.257       0.000       349         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1257.740    ARRIVE      143         1           1           143         142         0           142         1.257       0.000       349         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1257.740    START       143         1           1           143         143         0           143         1.257       0.000       351         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1258.042    FINISH      121         1           1           143         143         0           143         1.257       0.000       351         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1258.282    ARRIVE      144         1           1           144         143         0           143         1.257       0.000       351         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1258.282    START       144         1           1           144         144         0           144         1.257       0.000       353         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1259.038    FINISH      122         1           1           144         144         0           144         1.257       0.000       353         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1259.452    ARRIVE      145         1           1           145         144         0           144         1.257       0.000       353         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1259.452    START       145         1           1           145         145         0           145         1.257       0.000       357         0           0           0           0           14          22          24          18          14          17          20          24          0           0           0           
 1260.000    LANES       9           1           1           145         145         0           145         1.257       0.000       357         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1260.800    ARRIVE      146         1           1           146         145         0           145         1.257       0.000       357         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1260.800    START       146         1           1           146         146         0           146         1.257       0.000       358         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1261.847    FINISH      123         1           1           146         146         0           146         1.257       0.000       358         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1263.580    FINISH      124         1           1           146         146         0           146         1.257       0.000       358         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
 1266.644    FINISH      125         1           1           146         146         0           146         1.257       0.000       358         0           0           0           0           14          22          24          18          14          17          20          24          23          0           0           
